Mod:Item:MetaData, Localized Name
enderio:block_self_resetting_lever300, セルフリセットレバー（５分）
enderio:block_self_resetting_lever5i, セルフリセットレバー（５秒・反転）
enderio:block_self_resetting_lever10i, セルフリセットレバー（１０秒・反転）
enderio:block_self_resetting_lever30i, セルフリセットレバー（３０秒・反転）
enderio:block_self_resetting_lever60i, セルフリセットレバー（１分・反転）
enderio:block_self_resetting_lever300i, セルフリセットレバー（５分・反転）
enderio:block_decoration1:0, マシンシャーシ（装飾ブロック）
enderio:block_decoration1:1, 機械の面（装飾ブロック）
enderio:block_decoration1:2, 機械の上面（装飾ブロック）
enderio:block_decoration1:3, 機械の側面（装飾ブロック）
enderio:block_decoration1:4, 機械の背面（装飾ブロック）
enderio:block_decoration1:5, 四方側面の機械（装飾ブロック）
enderio:block_decoration1:6, 四方背面の機械（装飾ブロック）
enderio:block_decoration1:7, ソウル系機械の面（装飾ブロック）
enderio:block_decoration1:8, ソウル系機械の上面（装飾ブロック）
enderio:block_decoration1:9, ソウル系機械の側面（装飾ブロック）
enderio:block_decoration1:10, ソウル系機械の背面（装飾ブロック）
enderio:block_decoration1:11, 四方側面のソウル系機械（装飾ブロック）
enderio:block_decoration1:12, 四方背面のソウル系機械（装飾ブロック）
enderio:block_decoration1:13, 赤色の機械（装飾ブロック）
enderio:block_decoration1:14, 壊れたスポナー（装飾ブロック）
enderio:block_decoration1:15, 不可視ブロック（装飾ブロック）
enderio:block_decoration2:0, 合金精錬機（装飾ブロック）
enderio:block_decoration2:1, アイテムバッファ（装飾ブロック）
enderio:block_decoration2:2, 電力バッファ（装飾ブロック）
enderio:block_decoration2:3, 総合バッファ（装飾ブロック）
enderio:block_decoration2:4, クリエイティブ専用バッファ（装飾ブロック）
enderio:block_decoration2:5, クラフト装置（装飾ブロック）
enderio:block_decoration2:6, 塗装機（装飾ブロック）
enderio:block_decoration2:7, 電力モニター（装飾ブロック）
enderio:block_decoration2:8, 準自生粉砕機（装飾ブロック）
enderio:block_decoration2:9, スライスンスプライス（装飾ブロック）
enderio:block_decoration2:10, スターリング発電機（装飾ブロック）
enderio:block_decoration2:11, 液体タンク（装飾ブロック）
enderio:block_decoration2:12, 加圧式液体タンク（装飾ブロック）
enderio:block_decoration2:13, トラベルアンカー（装飾ブロック）
enderio:block_decoration2:14, バキュームチェスト（装飾ブロック）
enderio:block_decoration2:15, 無線充電装置（装飾ブロック）
enderio:block_decoration3:0, 経験値バキューム装置（装飾ブロック）
enderio:block_decoration3:1, 簡易型合金精錬機（装飾ブロック）
enderio:block_decoration3:2, 簡易型スターリング発電機（装飾ブロック）
enderio:block_decoration3:3, 有線充電装置（装飾ブロック）
enderio:block_decoration3:4, 簡易型準自生粉砕機（装飾ブロック）
enderio:block_industrial_insulation, 工業用断熱材
enderio:block_end_iron_bars, エンドスチールの格子
enderio:block_confusion_charge, 眩惑の爆薬
enderio:block_concussion_charge, 震動の爆薬
enderio:block_ender_charge, エンダー爆薬
enderio:block_painted_slab, 塗装したハーフブロック
enderio:block_painted_stone_slab, 塗装した石のハーフブロック
enderio:block_painted_pressure_plate:1, 木の感圧板（無音）
enderio:block_painted_pressure_plate:3, 石の感圧板（無音）
enderio:block_painted_pressure_plate:5, 重量感圧板（重・無音）
enderio:block_painted_pressure_plate:7, 重量感圧板（軽・無音）
enderio:block_painted_pressure_plate:8, ダークスチールの感圧板
enderio:block_painted_pressure_plate:9, ダークスチールの感圧板（無音）
enderio:block_painted_pressure_plate:10, ソウラリウムの感圧板
enderio:block_painted_pressure_plate:11, ソウラリウムの感圧板（無音）
enderio:block_painted_pressure_plate:12, ソウラリウムの感圧板（指定済み）
enderio:block_painted_pressure_plate:13, ソウラリウムの感圧板（指定済み・無音）
enderio:block_painted_wooden_door, 塗装した木のドア
enderio:block_painted_iron_door, 塗装した鉄のドア
enderio:block_painted_dark_steel_door, 塗装したダークスチールのドア
enderio:block_exit_rail, 脱線レール
enderio:item_conduit_probe:0, 導管調査機
enderio:item_yeta_wrench, イェタレンチ
enderio:item_xp_transfer:0, エクスペリエンスロッド
enderio:item_cold_fire_igniter, 冷炎ライター
enderio:item_coord_selector, 座標指定機
enderio:item_location_printout, 座標紙
enderio:item_travel_staff:0, トラベルスタッフ
enderio:item_travel_staff:0, トラベルスタッフ
enderio:item_rod_of_return:0, リターンロッド
enderio:item_rod_of_return:0, リターンロッド
enderio:item_magnet:0, 電磁石
enderio:item_magnet:0, 電磁石
enderio:block_enderman_skull:0, エンダーマンの頭
enderio:block_enderman_skull:2, 悩めるエンダーマンの頭
enderio:item_ender_food:0, "エンデリオス"
enderio:item_basic_item_filter:0, 基本アイテムフィルター
enderio:item_advanced_item_filter:0, 強化アイテムフィルター
enderio:item_limited_item_filter:0, 搬入数制限アイテムフィルター
enderio:item_big_item_filter:0, 大容量アイテムフィルター
enderio:item_big_advanced_item_filter:0, 強化大容量アイテムフィルター
enderio:item_existing_item_filter:0, 既存アイテムフィルター
enderio:item_mod_item_filter:0, Mod アイテムフィルター
enderio:item_power_item_filter:0, 電力保有アイテムフィルター
enderio:item_soul_filter_normal:0, ソウルアイテムフィルター
enderio:item_soul_filter_big:0, 大容量ソウルアイテムフィルター
enderio:item_enchantment_filter_normal:0, エンチャントアイテムフィルター
enderio:item_enchantment_filter_big:0, 大容量エンチャントアイテムフィルター
enderio:item_fluid_filter:0, 基本液体フィルター
enderio:item_redstone_not_filter:0, レッドストーン NOT フィルター
enderio:item_redstone_or_filter:0, レッドストーン OR フィルター
enderio:item_redstone_and_filter:0, レッドストーン AND フィルター
enderio:item_redstone_nor_filter:0, レッドストーン NOR フィルター
enderio:item_redstone_nand_filter:0, レッドストーン NAND フィルター
enderio:item_redstone_xor_filter:0, レッドストーン XOR フィルター
enderio:item_redstone_xnor_filter:0, レッドストーン XNOR フィルター
enderio:item_redstone_toggle_filter:0, レッドストーンラッチ切替フィルター
enderio:item_redstone_counting_filter:0, レッドストーンカウントフィルター
enderio:item_redstone_sensor_filter:0, レッドストーンセンサーフィルター
enderio:item_redstone_timer_filter:0, レッドストーンタイマーフィルター
enderio:block_fused_quartz:0, クォーツガラス
enderio:block_fused_quartz:1, クォーツガラス
enderio:block_fused_quartz:2, クォーツガラス
enderio:block_fused_quartz:3, クォーツガラス
enderio:block_fused_quartz:4, クォーツガラス
enderio:block_fused_quartz:5, クォーツガラス
enderio:block_fused_quartz:6, クォーツガラス
enderio:block_fused_quartz:7, クォーツガラス
enderio:block_fused_quartz:8, クォーツガラス
enderio:block_fused_quartz:9, クォーツガラス
enderio:block_fused_quartz:10, クォーツガラス
enderio:block_fused_quartz:11, クォーツガラス
enderio:block_fused_quartz:12, クォーツガラス
enderio:block_fused_quartz:13, クォーツガラス
enderio:block_fused_quartz:14, クォーツガラス
enderio:block_fused_quartz:15, クォーツガラス
enderio:block_fused_glass:0, 高透過ガラス
enderio:block_fused_glass:1, 高透過ガラス
enderio:block_fused_glass:2, 高透過ガラス
enderio:block_fused_glass:3, 高透過ガラス
enderio:block_fused_glass:4, 高透過ガラス
enderio:block_fused_glass:5, 高透過ガラス
enderio:block_fused_glass:6, 高透過ガラス
enderio:block_fused_glass:7, 高透過ガラス
enderio:block_fused_glass:8, 高透過ガラス
enderio:block_fused_glass:9, 高透過ガラス
enderio:block_fused_glass:10, 高透過ガラス
enderio:block_fused_glass:11, 高透過ガラス
enderio:block_fused_glass:12, 高透過ガラス
enderio:block_fused_glass:13, 高透過ガラス
enderio:block_fused_glass:14, 高透過ガラス
enderio:block_fused_glass:15, 高透過ガラス
enderio:block_enlightened_fused_quartz:0, 発光クォーツガラス
enderio:block_enlightened_fused_quartz:1, 発光クォーツガラス
enderio:block_enlightened_fused_quartz:2, 発光クォーツガラス
enderio:block_enlightened_fused_quartz:3, 発光クォーツガラス
enderio:block_enlightened_fused_quartz:4, 発光クォーツガラス
enderio:block_enlightened_fused_quartz:5, 発光クォーツガラス
enderio:block_enlightened_fused_quartz:6, 発光クォーツガラス
enderio:block_enlightened_fused_quartz:7, 発光クォーツガラス
enderio:block_enlightened_fused_quartz:8, 発光クォーツガラス
enderio:block_enlightened_fused_quartz:9, 発光クォーツガラス
enderio:block_enlightened_fused_quartz:10, 発光クォーツガラス
enderio:block_enlightened_fused_quartz:11, 発光クォーツガラス
enderio:block_enlightened_fused_quartz:12, 発光クォーツガラス
enderio:block_enlightened_fused_quartz:13, 発光クォーツガラス
enderio:block_enlightened_fused_quartz:14, 発光クォーツガラス
enderio:block_enlightened_fused_quartz:15, 発光クォーツガラス
enderio:block_enlightened_fused_glass:0, 発光高透過ガラス
enderio:block_enlightened_fused_glass:1, 発光高透過ガラス
enderio:block_enlightened_fused_glass:2, 発光高透過ガラス
enderio:block_enlightened_fused_glass:3, 発光高透過ガラス
enderio:block_enlightened_fused_glass:4, 発光高透過ガラス
enderio:block_enlightened_fused_glass:5, 発光高透過ガラス
enderio:block_enlightened_fused_glass:6, 発光高透過ガラス
enderio:block_enlightened_fused_glass:7, 発光高透過ガラス
enderio:block_enlightened_fused_glass:8, 発光高透過ガラス
enderio:block_enlightened_fused_glass:9, 発光高透過ガラス
enderio:block_enlightened_fused_glass:10, 発光高透過ガラス
enderio:block_enlightened_fused_glass:11, 発光高透過ガラス
enderio:block_enlightened_fused_glass:12, 発光高透過ガラス
enderio:block_enlightened_fused_glass:13, 発光高透過ガラス
enderio:block_enlightened_fused_glass:14, 発光高透過ガラス
enderio:block_enlightened_fused_glass:15, 発光高透過ガラス
enderio:block_dark_fused_quartz:0, 遮光クォーツガラス
enderio:block_dark_fused_quartz:1, 遮光クォーツガラス
enderio:block_dark_fused_quartz:2, 遮光クォーツガラス
enderio:block_dark_fused_quartz:3, 遮光クォーツガラス
enderio:block_dark_fused_quartz:4, 遮光クォーツガラス
enderio:block_dark_fused_quartz:5, 遮光クォーツガラス
enderio:block_dark_fused_quartz:6, 遮光クォーツガラス
enderio:block_dark_fused_quartz:7, 遮光クォーツガラス
enderio:block_dark_fused_quartz:8, 遮光クォーツガラス
enderio:block_dark_fused_quartz:9, 遮光クォーツガラス
enderio:block_dark_fused_quartz:10, 遮光クォーツガラス
enderio:block_dark_fused_quartz:11, 遮光クォーツガラス
enderio:block_dark_fused_quartz:12, 遮光クォーツガラス
enderio:block_dark_fused_quartz:13, 遮光クォーツガラス
enderio:block_dark_fused_quartz:14, 遮光クォーツガラス
enderio:block_dark_fused_quartz:15, 遮光クォーツガラス
enderio:block_dark_fused_glass:0, 遮光高透過ガラス
enderio:block_dark_fused_glass:1, 遮光高透過ガラス
enderio:block_dark_fused_glass:2, 遮光高透過ガラス
enderio:block_dark_fused_glass:3, 遮光高透過ガラス
enderio:block_dark_fused_glass:4, 遮光高透過ガラス
enderio:block_dark_fused_glass:5, 遮光高透過ガラス
enderio:block_dark_fused_glass:6, 遮光高透過ガラス
enderio:block_dark_fused_glass:7, 遮光高透過ガラス
enderio:block_dark_fused_glass:8, 遮光高透過ガラス
enderio:block_dark_fused_glass:9, 遮光高透過ガラス
enderio:block_dark_fused_glass:10, 遮光高透過ガラス
enderio:block_dark_fused_glass:11, 遮光高透過ガラス
enderio:block_dark_fused_glass:12, 遮光高透過ガラス
enderio:block_dark_fused_glass:13, 遮光高透過ガラス
enderio:block_dark_fused_glass:14, 遮光高透過ガラス
enderio:block_dark_fused_glass:15, 遮光高透過ガラス
enderio:block_holy_fused_quartz:0, クォーツガラス
enderio:block_holy_fused_quartz:1, クォーツガラス
enderio:block_holy_fused_quartz:2, クォーツガラス
enderio:block_holy_fused_quartz:3, クォーツガラス
enderio:block_holy_fused_quartz:4, クォーツガラス
enderio:block_holy_fused_quartz:5, クォーツガラス
enderio:block_holy_fused_quartz:6, クォーツガラス
enderio:block_holy_fused_quartz:7, クォーツガラス
enderio:block_holy_fused_quartz:8, クォーツガラス
enderio:block_holy_fused_quartz:9, クォーツガラス
enderio:block_holy_fused_quartz:10, クォーツガラス
enderio:block_holy_fused_quartz:11, クォーツガラス
enderio:block_holy_fused_quartz:12, クォーツガラス
enderio:block_holy_fused_quartz:13, クォーツガラス
enderio:block_holy_fused_quartz:14, クォーツガラス
enderio:block_holy_fused_quartz:15, クォーツガラス
enderio:block_holy_fused_glass:0, 高透過ガラス
enderio:block_holy_fused_glass:1, 高透過ガラス
enderio:block_holy_fused_glass:2, 高透過ガラス
enderio:block_holy_fused_glass:3, 高透過ガラス
enderio:block_holy_fused_glass:4, 高透過ガラス
enderio:block_holy_fused_glass:5, 高透過ガラス
enderio:block_holy_fused_glass:6, 高透過ガラス
enderio:block_holy_fused_glass:7, 高透過ガラス
enderio:block_holy_fused_glass:8, 高透過ガラス
enderio:block_holy_fused_glass:9, 高透過ガラス
enderio:block_holy_fused_glass:10, 高透過ガラス
enderio:block_holy_fused_glass:11, 高透過ガラス
enderio:block_holy_fused_glass:12, 高透過ガラス
enderio:block_holy_fused_glass:13, 高透過ガラス
enderio:block_holy_fused_glass:14, 高透過ガラス
enderio:block_holy_fused_glass:15, 高透過ガラス
enderio:block_holy_enlightened_fused_quartz:0, 発光クォーツガラス
enderio:block_holy_enlightened_fused_quartz:1, 発光クォーツガラス
enderio:block_holy_enlightened_fused_quartz:2, 発光クォーツガラス
enderio:block_holy_enlightened_fused_quartz:3, 発光クォーツガラス
enderio:block_holy_enlightened_fused_quartz:4, 発光クォーツガラス
enderio:block_holy_enlightened_fused_quartz:5, 発光クォーツガラス
enderio:block_holy_enlightened_fused_quartz:6, 発光クォーツガラス
enderio:block_holy_enlightened_fused_quartz:7, 発光クォーツガラス
enderio:block_holy_enlightened_fused_quartz:8, 発光クォーツガラス
enderio:block_holy_enlightened_fused_quartz:9, 発光クォーツガラス
enderio:block_holy_enlightened_fused_quartz:10, 発光クォーツガラス
enderio:block_holy_enlightened_fused_quartz:11, 発光クォーツガラス
enderio:block_holy_enlightened_fused_quartz:12, 発光クォーツガラス
enderio:block_holy_enlightened_fused_quartz:13, 発光クォーツガラス
enderio:block_holy_enlightened_fused_quartz:14, 発光クォーツガラス
enderio:block_holy_enlightened_fused_quartz:15, 発光クォーツガラス
enderio:block_holy_enlightened_fused_glass:0, 発光高透過ガラス
enderio:block_holy_enlightened_fused_glass:1, 発光高透過ガラス
enderio:block_holy_enlightened_fused_glass:2, 発光高透過ガラス
enderio:block_holy_enlightened_fused_glass:3, 発光高透過ガラス
enderio:block_holy_enlightened_fused_glass:4, 発光高透過ガラス
enderio:block_holy_enlightened_fused_glass:5, 発光高透過ガラス
enderio:block_holy_enlightened_fused_glass:6, 発光高透過ガラス
enderio:block_holy_enlightened_fused_glass:7, 発光高透過ガラス
enderio:block_holy_enlightened_fused_glass:8, 発光高透過ガラス
enderio:block_holy_enlightened_fused_glass:9, 発光高透過ガラス
enderio:block_holy_enlightened_fused_glass:10, 発光高透過ガラス
enderio:block_holy_enlightened_fused_glass:11, 発光高透過ガラス
enderio:block_holy_enlightened_fused_glass:12, 発光高透過ガラス
enderio:block_holy_enlightened_fused_glass:13, 発光高透過ガラス
enderio:block_holy_enlightened_fused_glass:14, 発光高透過ガラス
enderio:block_holy_enlightened_fused_glass:15, 発光高透過ガラス
enderio:block_holy_dark_fused_quartz:0, 遮光クォーツガラス
enderio:block_holy_dark_fused_quartz:1, 遮光クォーツガラス
enderio:block_holy_dark_fused_quartz:2, 遮光クォーツガラス
enderio:block_holy_dark_fused_quartz:3, 遮光クォーツガラス
enderio:block_holy_dark_fused_quartz:4, 遮光クォーツガラス
enderio:block_holy_dark_fused_quartz:5, 遮光クォーツガラス
enderio:block_holy_dark_fused_quartz:6, 遮光クォーツガラス
enderio:block_holy_dark_fused_quartz:7, 遮光クォーツガラス
enderio:block_holy_dark_fused_quartz:8, 遮光クォーツガラス
enderio:block_holy_dark_fused_quartz:9, 遮光クォーツガラス
enderio:block_holy_dark_fused_quartz:10, 遮光クォーツガラス
enderio:block_holy_dark_fused_quartz:11, 遮光クォーツガラス
enderio:block_holy_dark_fused_quartz:12, 遮光クォーツガラス
enderio:block_holy_dark_fused_quartz:13, 遮光クォーツガラス
enderio:block_holy_dark_fused_quartz:14, 遮光クォーツガラス
enderio:block_holy_dark_fused_quartz:15, 遮光クォーツガラス
enderio:block_holy_dark_fused_glass:0, 遮光高透過ガラス
enderio:block_holy_dark_fused_glass:1, 遮光高透過ガラス
enderio:block_holy_dark_fused_glass:2, 遮光高透過ガラス
enderio:block_holy_dark_fused_glass:3, 遮光高透過ガラス
enderio:block_holy_dark_fused_glass:4, 遮光高透過ガラス
enderio:block_holy_dark_fused_glass:5, 遮光高透過ガラス
enderio:block_holy_dark_fused_glass:6, 遮光高透過ガラス
enderio:block_holy_dark_fused_glass:7, 遮光高透過ガラス
enderio:block_holy_dark_fused_glass:8, 遮光高透過ガラス
enderio:block_holy_dark_fused_glass:9, 遮光高透過ガラス
enderio:block_holy_dark_fused_glass:10, 遮光高透過ガラス
enderio:block_holy_dark_fused_glass:11, 遮光高透過ガラス
enderio:block_holy_dark_fused_glass:12, 遮光高透過ガラス
enderio:block_holy_dark_fused_glass:13, 遮光高透過ガラス
enderio:block_holy_dark_fused_glass:14, 遮光高透過ガラス
enderio:block_holy_dark_fused_glass:15, 遮光高透過ガラス
enderio:block_unholy_fused_quartz:0, クォーツガラス
enderio:block_unholy_fused_quartz:1, クォーツガラス
enderio:block_unholy_fused_quartz:2, クォーツガラス
enderio:block_unholy_fused_quartz:3, クォーツガラス
enderio:block_unholy_fused_quartz:4, クォーツガラス
enderio:block_unholy_fused_quartz:5, クォーツガラス
enderio:block_unholy_fused_quartz:6, クォーツガラス
enderio:block_unholy_fused_quartz:7, クォーツガラス
enderio:block_unholy_fused_quartz:8, クォーツガラス
enderio:block_unholy_fused_quartz:9, クォーツガラス
enderio:block_unholy_fused_quartz:10, クォーツガラス
enderio:block_unholy_fused_quartz:11, クォーツガラス
enderio:block_unholy_fused_quartz:12, クォーツガラス
enderio:block_unholy_fused_quartz:13, クォーツガラス
enderio:block_unholy_fused_quartz:14, クォーツガラス
enderio:block_unholy_fused_quartz:15, クォーツガラス
enderio:block_unholy_fused_glass:0, 高透過ガラス
enderio:block_unholy_fused_glass:1, 高透過ガラス
enderio:block_unholy_fused_glass:2, 高透過ガラス
enderio:block_unholy_fused_glass:3, 高透過ガラス
enderio:block_unholy_fused_glass:4, 高透過ガラス
enderio:block_unholy_fused_glass:5, 高透過ガラス
enderio:block_unholy_fused_glass:6, 高透過ガラス
enderio:block_unholy_fused_glass:7, 高透過ガラス
enderio:block_unholy_fused_glass:8, 高透過ガラス
enderio:block_unholy_fused_glass:9, 高透過ガラス
enderio:block_unholy_fused_glass:10, 高透過ガラス
enderio:block_unholy_fused_glass:11, 高透過ガラス
enderio:block_unholy_fused_glass:12, 高透過ガラス
enderio:block_unholy_fused_glass:13, 高透過ガラス
enderio:block_unholy_fused_glass:14, 高透過ガラス
enderio:block_unholy_fused_glass:15, 高透過ガラス
enderio:block_unholy_enlightened_fused_quartz:0, 発光クォーツガラス
enderio:block_unholy_enlightened_fused_quartz:1, 発光クォーツガラス
enderio:block_unholy_enlightened_fused_quartz:2, 発光クォーツガラス
enderio:block_unholy_enlightened_fused_quartz:3, 発光クォーツガラス
enderio:block_unholy_enlightened_fused_quartz:4, 発光クォーツガラス
enderio:block_unholy_enlightened_fused_quartz:5, 発光クォーツガラス
enderio:block_unholy_enlightened_fused_quartz:6, 発光クォーツガラス
enderio:block_unholy_enlightened_fused_quartz:7, 発光クォーツガラス
enderio:block_unholy_enlightened_fused_quartz:8, 発光クォーツガラス
enderio:block_unholy_enlightened_fused_quartz:9, 発光クォーツガラス
enderio:block_unholy_enlightened_fused_quartz:10, 発光クォーツガラス
enderio:block_unholy_enlightened_fused_quartz:11, 発光クォーツガラス
enderio:block_unholy_enlightened_fused_quartz:12, 発光クォーツガラス
enderio:block_unholy_enlightened_fused_quartz:13, 発光クォーツガラス
enderio:block_unholy_enlightened_fused_quartz:14, 発光クォーツガラス
enderio:block_unholy_enlightened_fused_quartz:15, 発光クォーツガラス
enderio:block_unholy_enlightened_fused_glass:0, 発光高透過ガラス
enderio:block_unholy_enlightened_fused_glass:1, 発光高透過ガラス
enderio:block_unholy_enlightened_fused_glass:2, 発光高透過ガラス
enderio:block_unholy_enlightened_fused_glass:3, 発光高透過ガラス
enderio:block_unholy_enlightened_fused_glass:4, 発光高透過ガラス
enderio:block_unholy_enlightened_fused_glass:5, 発光高透過ガラス
enderio:block_unholy_enlightened_fused_glass:6, 発光高透過ガラス
enderio:block_unholy_enlightened_fused_glass:7, 発光高透過ガラス
enderio:block_unholy_enlightened_fused_glass:8, 発光高透過ガラス
enderio:block_unholy_enlightened_fused_glass:9, 発光高透過ガラス
enderio:block_unholy_enlightened_fused_glass:10, 発光高透過ガラス
enderio:block_unholy_enlightened_fused_glass:11, 発光高透過ガラス
enderio:block_unholy_enlightened_fused_glass:12, 発光高透過ガラス
enderio:block_unholy_enlightened_fused_glass:13, 発光高透過ガラス
enderio:block_unholy_enlightened_fused_glass:14, 発光高透過ガラス
enderio:block_unholy_enlightened_fused_glass:15, 発光高透過ガラス
enderio:block_unholy_dark_fused_quartz:0, 遮光クォーツガラス
enderio:block_unholy_dark_fused_quartz:1, 遮光クォーツガラス
enderio:block_unholy_dark_fused_quartz:2, 遮光クォーツガラス
enderio:block_unholy_dark_fused_quartz:3, 遮光クォーツガラス
enderio:block_unholy_dark_fused_quartz:4, 遮光クォーツガラス
enderio:block_unholy_dark_fused_quartz:5, 遮光クォーツガラス
enderio:block_unholy_dark_fused_quartz:6, 遮光クォーツガラス
enderio:block_unholy_dark_fused_quartz:7, 遮光クォーツガラス
enderio:block_unholy_dark_fused_quartz:8, 遮光クォーツガラス
enderio:block_unholy_dark_fused_quartz:9, 遮光クォーツガラス
enderio:block_unholy_dark_fused_quartz:10, 遮光クォーツガラス
enderio:block_unholy_dark_fused_quartz:11, 遮光クォーツガラス
enderio:block_unholy_dark_fused_quartz:12, 遮光クォーツガラス
enderio:block_unholy_dark_fused_quartz:13, 遮光クォーツガラス
enderio:block_unholy_dark_fused_quartz:14, 遮光クォーツガラス
enderio:block_unholy_dark_fused_quartz:15, 遮光クォーツガラス
enderio:block_unholy_dark_fused_glass:0, 遮光高透過ガラス
enderio:block_unholy_dark_fused_glass:1, 遮光高透過ガラス
enderio:block_unholy_dark_fused_glass:2, 遮光高透過ガラス
enderio:block_unholy_dark_fused_glass:3, 遮光高透過ガラス
enderio:block_unholy_dark_fused_glass:4, 遮光高透過ガラス
enderio:block_unholy_dark_fused_glass:5, 遮光高透過ガラス
enderio:block_unholy_dark_fused_glass:6, 遮光高透過ガラス
enderio:block_unholy_dark_fused_glass:7, 遮光高透過ガラス
enderio:block_unholy_dark_fused_glass:8, 遮光高透過ガラス
enderio:block_unholy_dark_fused_glass:9, 遮光高透過ガラス
enderio:block_unholy_dark_fused_glass:10, 遮光高透過ガラス
enderio:block_unholy_dark_fused_glass:11, 遮光高透過ガラス
enderio:block_unholy_dark_fused_glass:12, 遮光高透過ガラス
enderio:block_unholy_dark_fused_glass:13, 遮光高透過ガラス
enderio:block_unholy_dark_fused_glass:14, 遮光高透過ガラス
enderio:block_unholy_dark_fused_glass:15, 遮光高透過ガラス
enderio:block_pasture_fused_quartz:0, クォーツガラス
enderio:block_pasture_fused_quartz:1, クォーツガラス
enderio:block_pasture_fused_quartz:2, クォーツガラス
enderio:block_pasture_fused_quartz:3, クォーツガラス
enderio:block_pasture_fused_quartz:4, クォーツガラス
enderio:block_pasture_fused_quartz:5, クォーツガラス
enderio:block_pasture_fused_quartz:6, クォーツガラス
enderio:block_pasture_fused_quartz:7, クォーツガラス
enderio:block_pasture_fused_quartz:8, クォーツガラス
enderio:block_pasture_fused_quartz:9, クォーツガラス
enderio:block_pasture_fused_quartz:10, クォーツガラス
enderio:block_pasture_fused_quartz:11, クォーツガラス
enderio:block_pasture_fused_quartz:12, クォーツガラス
enderio:block_pasture_fused_quartz:13, クォーツガラス
enderio:block_pasture_fused_quartz:14, クォーツガラス
enderio:block_pasture_fused_quartz:15, クォーツガラス
enderio:block_pasture_fused_glass:0, 高透過ガラス
enderio:block_pasture_fused_glass:1, 高透過ガラス
enderio:block_pasture_fused_glass:2, 高透過ガラス
enderio:block_pasture_fused_glass:3, 高透過ガラス
enderio:block_pasture_fused_glass:4, 高透過ガラス
enderio:block_pasture_fused_glass:5, 高透過ガラス
enderio:block_pasture_fused_glass:6, 高透過ガラス
enderio:block_pasture_fused_glass:7, 高透過ガラス
enderio:block_pasture_fused_glass:8, 高透過ガラス
enderio:block_pasture_fused_glass:9, 高透過ガラス
enderio:block_pasture_fused_glass:10, 高透過ガラス
enderio:block_pasture_fused_glass:11, 高透過ガラス
enderio:block_pasture_fused_glass:12, 高透過ガラス
enderio:block_pasture_fused_glass:13, 高透過ガラス
enderio:block_pasture_fused_glass:14, 高透過ガラス
enderio:block_pasture_fused_glass:15, 高透過ガラス
enderio:block_pasture_enlightened_fused_quartz:0, 発光クォーツガラス
enderio:block_pasture_enlightened_fused_quartz:1, 発光クォーツガラス
enderio:block_pasture_enlightened_fused_quartz:2, 発光クォーツガラス
enderio:block_pasture_enlightened_fused_quartz:3, 発光クォーツガラス
enderio:block_pasture_enlightened_fused_quartz:4, 発光クォーツガラス
enderio:block_pasture_enlightened_fused_quartz:5, 発光クォーツガラス
enderio:block_pasture_enlightened_fused_quartz:6, 発光クォーツガラス
enderio:block_pasture_enlightened_fused_quartz:7, 発光クォーツガラス
enderio:block_pasture_enlightened_fused_quartz:8, 発光クォーツガラス
enderio:block_pasture_enlightened_fused_quartz:9, 発光クォーツガラス
enderio:block_pasture_enlightened_fused_quartz:10, 発光クォーツガラス
enderio:block_pasture_enlightened_fused_quartz:11, 発光クォーツガラス
enderio:block_pasture_enlightened_fused_quartz:12, 発光クォーツガラス
enderio:block_pasture_enlightened_fused_quartz:13, 発光クォーツガラス
enderio:block_pasture_enlightened_fused_quartz:14, 発光クォーツガラス
enderio:block_pasture_enlightened_fused_quartz:15, 発光クォーツガラス
enderio:block_pasture_enlightened_fused_glass:0, 発光高透過ガラス
enderio:block_pasture_enlightened_fused_glass:1, 発光高透過ガラス
enderio:block_pasture_enlightened_fused_glass:2, 発光高透過ガラス
enderio:block_pasture_enlightened_fused_glass:3, 発光高透過ガラス
enderio:block_pasture_enlightened_fused_glass:4, 発光高透過ガラス
enderio:block_pasture_enlightened_fused_glass:5, 発光高透過ガラス
enderio:block_pasture_enlightened_fused_glass:6, 発光高透過ガラス
enderio:block_pasture_enlightened_fused_glass:7, 発光高透過ガラス
enderio:block_pasture_enlightened_fused_glass:8, 発光高透過ガラス
enderio:block_pasture_enlightened_fused_glass:9, 発光高透過ガラス
enderio:block_pasture_enlightened_fused_glass:10, 発光高透過ガラス
enderio:block_pasture_enlightened_fused_glass:11, 発光高透過ガラス
enderio:block_pasture_enlightened_fused_glass:12, 発光高透過ガラス
enderio:block_pasture_enlightened_fused_glass:13, 発光高透過ガラス
enderio:block_pasture_enlightened_fused_glass:14, 発光高透過ガラス
enderio:block_pasture_enlightened_fused_glass:15, 発光高透過ガラス
enderio:block_pasture_dark_fused_quartz:0, 遮光クォーツガラス
enderio:block_pasture_dark_fused_quartz:1, 遮光クォーツガラス
enderio:block_pasture_dark_fused_quartz:2, 遮光クォーツガラス
enderio:block_pasture_dark_fused_quartz:3, 遮光クォーツガラス
enderio:block_pasture_dark_fused_quartz:4, 遮光クォーツガラス
enderio:block_pasture_dark_fused_quartz:5, 遮光クォーツガラス
enderio:block_pasture_dark_fused_quartz:6, 遮光クォーツガラス
enderio:block_pasture_dark_fused_quartz:7, 遮光クォーツガラス
enderio:block_pasture_dark_fused_quartz:8, 遮光クォーツガラス
